filename,old_label,new_label,start_frame,end_frame,desc
038_static.mp4.txt.h5,0,0,10412,10469,
038_static.mp4.txt.h5,0,1,10470,10490,
038_static.mp4.txt.h5,0,-1,10491,10499,
038_static.mp4.txt.h5,0,1,10500,10530,
038_static.mp4.txt.h5,0,0,10531,10599,
038_static.mp4.txt.h5,0,1,10600,10630,
038_static.mp4.txt.h5,0,1,10774,10790,
038_static.mp4.txt.h5,0,0,10791,10849,
038_static.mp4.txt.h5,0,1,10850,10870,
038_static.mp4.txt.h5,0,0,10871,10899,
038_static.mp4.txt.h5,0,1,10900,10915,
038_static.mp4.txt.h5,0,1,10916,10939,
038_static.mp4.txt.h5,0,2,10940,10960,
038_static.mp4.txt.h5,0,-1,10961,10969,
038_static.mp4.txt.h5,0,1,10970,10990,
038_static.mp4.txt.h5,0,0,10991,11023,
038_static.mp4.txt.h5,0,0,11325,11404,
038_static.mp4.txt.h5,0,1,11405,11420,
038_static.mp4.txt.h5,0,0,11421,11444,
038_static.mp4.txt.h5,0,1,11445,11461,
038_static.mp4.txt.h5,0,1,11519,11530,
038_static.mp4.txt.h5,0,0,11531,11549,
038_static.mp4.txt.h5,0,1,11550,11570,
038_static.mp4.txt.h5,0,0,11571,11589,
038_static.mp4.txt.h5,0,1,11590,11610,
038_static.mp4.txt.h5,0,0,11611,11751,
038_static.mp4.txt.h5,0,4,12662,12692,
038_static.mp4.txt.h5,0,0,12693,12729,
038_static.mp4.txt.h5,0,4,12730,12760,
038_static.mp4.txt.h5,0,0,12761,12789,
038_static.mp4.txt.h5,0,1,12790,12805,
038_static.mp4.txt.h5,0,0,12806,12817,
038_static.mp4.txt.h5,0,1,12883,12891,
038_static.mp4.txt.h5,0,0,13117,13149,
038_static.mp4.txt.h5,0,1,13150,13165,
038_static.mp4.txt.h5,0,0,13166,13209,
038_static.mp4.txt.h5,0,1,13210,13225,
038_static.mp4.txt.h5,0,-1,13226,13233,
038_static.mp4.txt.h5,0,1,13234,13250,
038_static.mp4.txt.h5,0,1,13251,13292,
038_static.mp4.txt.h5,0,1,13339,13346,
038_static.mp4.txt.h5,0,1,13643,13692,
038_static.mp4.txt.h5,0,0,14024,14059,
038_static.mp4.txt.h5,0,1,14060,14072,
038_static.mp4.txt.h5,0,1,14393,14400,
038_static.mp4.txt.h5,0,1,14415,14424,
038_static.mp4.txt.h5,0,1,14549,14557,
038_static.mp4.txt.h5,8,0,5248,5270,
038_static.mp4.txt.h5,8,1,5271,5290,
038_static.mp4.txt.h5,8,1,5743,5760,
038_static.mp4.txt.h5,8,8,5761,5791,
038_static.mp4.txt.h5,8,8,6377,6400,
038_static.mp4.txt.h5,8,-1,6401,6405,
038_static.mp4.txt.h5,8,1,6406,6415,
038_static.mp4.txt.h5,8,0,6416,6425,
038_static.mp4.txt.h5,8,8,6426,6446,
038_static.mp4.txt.h5,8,8,8270,8285,
038_static.mp4.txt.h5,8,0,8286,8338,
038_static.mp4.txt.h5,8,8,8339,8350,
038_static.mp4.txt.h5,8,0,11752,11770,
038_static.mp4.txt.h5,8,8,11771,11788,
038_static.mp4.txt.h5,8,0,11789,11816,
038_static.mp4.txt.h5,8,8,11841,11850,
038_static.mp4.txt.h5,8,0,11851,11860,
038_static.mp4.txt.h5,8,1,11861,11870,
038_static.mp4.txt.h5,8,0,11871,11885,
038_static.mp4.txt.h5,8,8,11886,11901,
038_static.mp4.txt.h5,8,0,12240,12260,
038_static.mp4.txt.h5,8,1,12261,12275,
038_static.mp4.txt.h5,8,0,12276,12294,
038_static.mp4.txt.h5,8,1,12295,12330,
038_static.mp4.txt.h5,8,0,12331,12340,
038_static.mp4.txt.h5,8,1,12341,12366,
038_static.mp4.txt.h5,8,8,14236,14259,
038_static.mp4.txt.h5,8,0,14260,14311,
038_static.mp4.txt.h5,8,8,14312,14332,
038_static.mp4.txt.h5,8,3,15056,15080,
038_static.mp4.txt.h5,8,0,15081,15130,
038_static.mp4.txt.h5,8,0,15131,15162,
038_static.mp4.txt.h5,8,0,15163,15250,
038_static.mp4.txt.h5,10,10,13565,13595,
038_static.mp4.txt.h5,10,-1,13596,13600,
038_static.mp4.txt.h5,10,3,13601,13625,
038_static.mp4.txt.h5,10,4,13626,13642,
038_static.mp4.txt.h5,9,9,10067,10100,
038_static.mp4.txt.h5,9,0,10101,10110,
038_static.mp4.txt.h5,9,9,12013,12035,
038_static.mp4.txt.h5,9,0,12036,12160,
038_static.mp4.txt.h5,9,0,12061,12075,
038_static.mp4.txt.h5,9,4,12076,12090,
038_static.mp4.txt.h5,9,0,12091,12145,
038_static.mp4.txt.h5,9,10,12146,12174,
040_static.mp4.txt.h5,0,8,162,171,
040_static.mp4.txt.h5,0,0,172,186,
040_static.mp4.txt.h5,0,1,187,192,
040_static.mp4.txt.h5,0,6,611,630,
040_static.mp4.txt.h5,0,0,631,704,
040_static.mp4.txt.h5,0,0,2121,2129,
040_static.mp4.txt.h5,0,1,2130,2136,
040_static.mp4.txt.h5,0,0,2458,2629,
040_static.mp4.txt.h5,0,1,2630,2645,
040_static.mp4.txt.h5,0,0,2646,2684,
040_static.mp4.txt.h5,0,1,2685,2698,
040_static.mp4.txt.h5,0,1,2921,2935,
040_static.mp4.txt.h5,0,0,2936,3007,
040_static.mp4.txt.h5,0,8,3721,3752,
040_static.mp4.txt.h5,0,0,4074,4086,
040_static.mp4.txt.h5,0,2,4087,4100,
040_static.mp4.txt.h5,0,0,4101,4127,
040_static.mp4.txt.h5,0,1,4128,4135,
040_static.mp4.txt.h5,0,8,4158,4167,
040_static.mp4.txt.h5,0,0,4593,4601,
040_static.mp4.txt.h5,0,1,4602,4612,
040_static.mp4.txt.h5,0,1,5572,5585,
040_static.mp4.txt.h5,0,0,5586,5708,
040_static.mp4.txt.h5,0,0,5877,5914,
040_static.mp4.txt.h5,0,1,5915,5925,
040_static.mp4.txt.h5,0,0,5925,5930,
040_static.mp4.txt.h5,0,3,5931,5942,
040_static.mp4.txt.h5,0,0,5943,5953,
040_static.mp4.txt.h5,0,8,6277,6287,
040_static.mp4.txt.h5,0,0,6288,6302,
040_static.mp4.txt.h5,0,8,6439,6454,
040_static.mp4.txt.h5,0,0,6455,6531,
040_static.mp4.txt.h5,0,8,6796,6804,
040_static.mp4.txt.h5,0,0,6826,6840,
040_static.mp4.txt.h5,0,1,6841,6854,
040_static.mp4.txt.h5,0,8,6883,6908,
040_static.mp4.txt.h5,0,8,7014,7038,
040_static.mp4.txt.h5,0,3,7166,7182,
040_static.mp4.txt.h5,0,-1,7183,7187,
040_static.mp4.txt.h5,0,1,7188,7214,
040_static.mp4.txt.h5,0,0,7297,7304,
040_static.mp4.txt.h5,0,1,7305,7340,
040_static.mp4.txt.h5,0,0,7341,7388,
040_static.mp4.txt.h5,0,6,7452,7460,
040_static.mp4.txt.h5,0,1,7461,7472,
040_static.mp4.txt.h5,0,0,7473,7526,
040_static.mp4.txt.h5,0,8,7552,7565,
040_static.mp4.txt.h5,0,1,7566,7587,
040_static.mp4.txt.h5,0,0,8237,8265,
040_static.mp4.txt.h5,0,1,8266,8276,
040_static.mp4.txt.h5,0,0,9486,9500,
040_static.mp4.txt.h5,0,1,9501,9520,
040_static.mp4.txt.h5,0,0,9521,9604,
040_static.mp4.txt.h5,0,2,9605,9628,
040_static.mp4.txt.h5,0,8,9725,9738,
040_static.mp4.txt.h5,0,0,9997,10020,
040_static.mp4.txt.h5,0,1,10020,10045,
040_static.mp4.txt.h5,0,1,10046,10074,
040_static.mp4.txt.h5,8,8,3347,3370,
040_static.mp4.txt.h5,8,6,3371,3464,
040_static.mp4.txt.h5,8,8,3791,3605,
040_static.mp4.txt.h5,8,0,3606,3705,
040_static.mp4.txt.h5,8,8,3706,3720,
040_static.mp4.txt.h5,8,8,3753,3770,
040_static.mp4.txt.h5,8,0,3771,3810,
040_static.mp4.txt.h5,8,8,3811,3831,
040_static.mp4.txt.h5,8,0,4566,4580,
040_static.mp4.txt.h5,8,8,4581,4592,
040_static.mp4.txt.h5,8,0,4612,4650,
040_static.mp4.txt.h5,8,6,4651,4690,
040_static.mp4.txt.h5,8,0,4691,4703,
040_static.mp4.txt.h5,8,0,4741,4805,
040_static.mp4.txt.h5,8,8,4806,4825,
040_static.mp4.txt.h5,8,1,4924,4953,
040_static.mp4.txt.h5,8,1,5709,5740,
040_static.mp4.txt.h5,8,8,5741,5749,
040_static.mp4.txt.h5,8,6,6303,6350,
040_static.mp4.txt.h5,8,0,6351,6420,
040_static.mp4.txt.h5,8,8,6421,6439,
040_static.mp4.txt.h5,8,8,6531,6550,
040_static.mp4.txt.h5,8,6,6551,6600,
040_static.mp4.txt.h5,8,9,6601,6638,
040_static.mp4.txt.h5,8,8,6909,6932,
040_static.mp4.txt.h5,8,0,6933,7004,
040_static.mp4.txt.h5,8,8,7005,7013,
040_static.mp4.txt.h5,8,1,7214,7280,
040_static.mp4.txt.h5,8,8,7281,7296,
040_static.mp4.txt.h5,8,8,7850,7870,
040_static.mp4.txt.h5,8,1,7871,7890,
040_static.mp4.txt.h5,8,8,8582,8608,
040_static.mp4.txt.h5,8,0,8609,8639,
040_static.mp4.txt.h5,8,0,9383,9421,
040_static.mp4.txt.h5,8,8,10561,10599,
040_static.mp4.txt.h5,8,0,10600,10630,
040_static.mp4.txt.h5,8,6,10631,10640,
040_static.mp4.txt.h5,8,8,10641,10665,
040_static.mp4.txt.h5,8,2,12395,12420,
040_static.mp4.txt.h5,8,0,12421,12425,
040_static.mp4.txt.h5,8,6,12406,12475,
040_static.mp4.txt.h5,8,6,13807,13870,
040_static.mp4.txt.h5,8,6,13871,13880,
040_static.mp4.txt.h5,8,6,14686,14728,
040_static.mp4.txt.h5,8,5,14910,15009,
040_static.mp4.txt.h5,8,5,15010,15052,
040_static.mp4.txt.h5,8,8,15082,15100,
040_static.mp4.txt.h5,8,6,15101,15110,
040_static.mp4.txt.h5,8,1,15111,15140,
040_static.mp4.txt.h5,8,0,15141,15155,
040_static.mp4.txt.h5,8,6,15156,15197,
040_static.mp4.txt.h5,8,8,15233,15260,
040_static.mp4.txt.h5,8,0,15261,15280,
040_static.mp4.txt.h5,8,7,15281,15300,
040_static.mp4.txt.h5,8,6,15301,15353,
041_static.mp4.txt.h5,0,1,333,355,
041_static.mp4.txt.h5,0,1,1103,1125,
041_static.mp4.txt.h5,0,0,1126,1180,
041_static.mp4.txt.h5,0,8,1235,1246,
041_static.mp4.txt.h5,0,0,1585,1610,
041_static.mp4.txt.h5,0,8,1611,1640,
041_static.mp4.txt.h5,0,0,1641,1680,
041_static.mp4.txt.h5,0,8,1681,1709,
041_static.mp4.txt.h5,0,8,1749,1785,
041_static.mp4.txt.h5,0,5,1798,1830,
041_static.mp4.txt.h5,0,1,1911,1936,
041_static.mp4.txt.h5,0,1,2167,2211,
041_static.mp4.txt.h5,0,1,2232,2236,
041_static.mp4.txt.h5,0,1,2290,2307,
041_static.mp4.txt.h5,0,1,2368,2374,
041_static.mp4.txt.h5,0,0,2541,2574,
041_static.mp4.txt.h5,0,8,2575,2583,
041_static.mp4.txt.h5,0,8,2641,2661,
041_static.mp4.txt.h5,0,1,2743,2769,
041_static.mp4.txt.h5,0,1,2770,2778,
041_static.mp4.txt.h5,0,1,2756,2831,
041_static.mp4.txt.h5,0,0,2857,2889,
041_static.mp4.txt.h5,0,4,3158,3176,
041_static.mp4.txt.h5,0,5,3233,3267,
041_static.mp4.txt.h5,0,1,3285,3290,
041_static.mp4.txt.h5,0,1,3291,3293,
041_static.mp4.txt.h5,0,1,3386,3392,
041_static.mp4.txt.h5,0,8,3393,3400,
041_static.mp4.txt.h5,0,8,3617,3627,
041_static.mp4.txt.h5,0,8,3628,3632,
041_static.mp4.txt.h5,0,8,4067,4085,
041_static.mp4.txt.h5,0,0,4086,4147,
041_static.mp4.txt.h5,0,8,4405,4435,
041_static.mp4.txt.h5,0,0,4436,4480,
041_static.mp4.txt.h5,0,8,4481,4510,
041_static.mp4.txt.h5,0,0,4511,4528,
041_static.mp4.txt.h5,0,1,4592,4605,
041_static.mp4.txt.h5,0,0,4606,4640,
041_static.mp4.txt.h5,0,1,4641,4661,
041_static.mp4.txt.h5,0,5,4755,4812,
041_static.mp4.txt.h5,0,0,4834,4840,
041_static.mp4.txt.h5,0,8,4841,4851,
041_static.mp4.txt.h5,0,0,5442,5490,
041_static.mp4.txt.h5,0,8,5491,5510,
041_static.mp4.txt.h5,0,0,5511,5536,
041_static.mp4.txt.h5,0,6,5602,5650,
041_static.mp4.txt.h5,0,8,5692,5790,
041_static.mp4.txt.h5,0,4,5791,5808,
041_static.mp4.txt.h5,0,0,6506,6570,
041_static.mp4.txt.h5,0,5,6571,6589,
041_static.mp4.txt.h5,0,1,6988,7021,
041_static.mp4.txt.h5,0,1,7413,7445,
041_static.mp4.txt.h5,0,1,7446,7455,
041_static.mp4.txt.h5,0,0,7456,7466,
041_static.mp4.txt.h5,0,0,9070,9085,
041_static.mp4.txt.h5,0,8,9086,9100,
041_static.mp4.txt.h5,0,0,9101,9150,
041_static.mp4.txt.h5,0,1,9151,9175,
041_static.mp4.txt.h5,0,0,9176,9209,
041_static.mp4.txt.h5,0,8,9837,9889,
041_static.mp4.txt.h5,0,8,13127,13205,
041_static.mp4.txt.h5,0,0,13259,13280,
041_static.mp4.txt.h5,0,8,13281,13300,
041_static.mp4.txt.h5,0,0,13301,13322,
041_static.mp4.txt.h5,6,6,723,750,
041_static.mp4.txt.h5,6,0,751,809,
041_static.mp4.txt.h5,6,6,810,815,
041_static.mp4.txt.h5,10,10,5173,5226,
041_static.mp4.txt.h5,10,0,5227,5320,
041_static.mp4.txt.h5,10,0,5321,5352,
041_static.mp4.txt.h5,10,10,9929,9977,
041_static.mp4.txt.h5,10,0,9978,10060,
041_static.mp4.txt.h5,10,8,10061,10087,
041_static.mp4.txt.h5,10,10,10088,10100,
041_static.mp4.txt.h5,0,10,11570,11599,
041_static.mp4.txt.h5,10,10,11600,11640,
041_static.mp4.txt.h5,10,7,11641,11660,
041_static.mp4.txt.h5,10,0,11661,11689,
041_static.mp4.txt.h5,10,1,11690,11698,
041_static.mp4.txt.h5,10,0,11699,11740,
041_static.mp4.txt.h5,10,1,11741,11765,
041_static.mp4.txt.h5,10,9,11766,11819,
041_static.mp4.txt.h5,10,3,15011,15050,
042_static.mp4.txt.h5,8,8,9912,9929,
042_static.mp4.txt.h5,8,0,9930,9939,
042_static.mp4.txt.h5,8,8,11644,11660,
042_static.mp4.txt.h5,8,0,11661,11695,
042_static.mp4.txt.h5,8,8,11696,11722,
042_static.mp4.txt.h5,8,4,13262,13275,
042_static.mp4.txt.h5,8,4,13290,13302,
042_static.mp4.txt.h5,8,4,13606,13641,
042_static.mp4.txt.h5,8,4,13854,13910,
042_static.mp4.txt.h5,8,4,15164,15181,
043_static.mp4.txt.h5,9,9,10157,10180,
043_static.mp4.txt.h5,9,0,10181,10230,
043_static.mp4.txt.h5,9,10,10231,10292,
043_static.mp4.txt.h5,9,9,11934,11955,
043_static.mp4.txt.h5,9,0,11956,12060,
043_static.mp4.txt.h5,9,8,12061,12070,
043_static.mp4.txt.h5,9,0,12071,12220,
043_static.mp4.txt.h5,9,0,12221,12234,
