label_type,label,user,trial,type
upper,A,I3,t05.mat,train
upper,A,I3,t04.mat,train
upper,A,I2,t01.mat,train
upper,A,I2,t10.mat,train
upper,A,I2,t09.mat,train
upper,A,I2,t08.mat,train
upper,A,I2,t07.mat,train
upper,A,I2,t06.mat,train
upper,A,I2,t03.mat,train
upper,A,I2,t02.mat,train
upper,A,I2,t05.mat,train
upper,A,I2,t04.mat,train
upper,A,A1,t01.mat,train
upper,A,A1,t10.mat,train
upper,A,A1,t09.mat,train
upper,A,A1,t08.mat,train
upper,A,A1,t07.mat,train
upper,A,A1,t06.mat,train
upper,A,A1,t03.mat,train
upper,A,A1,t02.mat,train
upper,A,A1,t05.mat,train
upper,A,A1,t04.mat,train
upper,A,C3,t01.mat,train
upper,A,C3,t10.mat,train
upper,A,C3,t09.mat,train
upper,A,C3,t08.mat,train
upper,A,C3,t07.mat,train
upper,A,C3,t06.mat,train
upper,A,C3,t03.mat,train
upper,A,C3,t02.mat,train
upper,A,C3,t05.mat,train
upper,A,C3,t04.mat,train
upper,A,C2,t01.mat,train
upper,A,C2,t10.mat,train
upper,A,C2,t09.mat,train
upper,A,C2,t08.mat,train
upper,A,C2,t07.mat,train
upper,A,C2,t06.mat,train
upper,A,C2,t03.mat,train
upper,A,C2,t02.mat,train
upper,A,C2,t05.mat,train
upper,A,C2,t04.mat,train
upper,A,C1,t01.mat,train
upper,A,C1,t10.mat,train
upper,A,C1,t09.mat,train
upper,A,C1,t08.mat,train
upper,A,C1,t07.mat,train
upper,A,C1,t06.mat,train
upper,A,C1,t03.mat,train
upper,A,C1,t02.mat,train
upper,A,C1,t05.mat,train
upper,A,C1,t04.mat,train
upper,A,E1,t01.mat,train
upper,A,E1,t10.mat,train
upper,A,E1,t09.mat,train
upper,A,E1,t08.mat,train
upper,A,E1,t07.mat,train
upper,A,E1,t06.mat,train
upper,A,E1,t03.mat,train
upper,A,E1,t02.mat,train
upper,A,E1,t05.mat,train
upper,A,E1,t04.mat,train
upper,A,Z1,t01.mat,train
upper,A,Z1,t10.mat,train
upper,A,Z1,t09.mat,train
upper,A,Z1,t08.mat,train
upper,A,Z1,t07.mat,train
upper,A,Z1,t06.mat,train
upper,A,Z1,t03.mat,train
upper,A,Z1,t02.mat,train
upper,A,Z1,t05.mat,train
upper,A,Z1,t04.mat,train
upper,A,Z2,t01.mat,train
upper,A,Z2,t10.mat,train
upper,A,Z2,t09.mat,train
upper,A,Z2,t08.mat,train
upper,A,Z2,t07.mat,train
upper,A,Z2,t06.mat,train
upper,A,Z2,t03.mat,train
upper,A,Z2,t02.mat,train
upper,A,Z2,t05.mat,train
upper,A,Z2,t04.mat,train
upper,A,C4,t01.mat,train
upper,A,C4,t10.mat,train
upper,A,C4,t09.mat,train
upper,A,C4,t08.mat,train
upper,A,C4,t07.mat,train
upper,A,C4,t06.mat,train
upper,A,C4,t03.mat,train
upper,A,C4,t02.mat,train
upper,A,C4,t05.mat,train
upper,A,C4,t04.mat,train
upper,A,T1,t01.mat,train
upper,A,T1,t10.mat,train
upper,A,T1,t09.mat,train
upper,A,T1,t08.mat,train
upper,A,T1,t07.mat,train
upper,A,T1,t06.mat,train
upper,A,T1,t03.mat,train
upper,A,T1,t02.mat,train
upper,A,T1,t05.mat,train
upper,A,T1,t04.mat,train
upper,A,L1,t01.mat,train
upper,A,L1,t10.mat,train
upper,A,L1,t09.mat,train
upper,A,L1,t08.mat,train
upper,A,L1,t07.mat,train
upper,A,L1,t06.mat,train
upper,A,L1,t03.mat,train
upper,A,L1,t02.mat,train
upper,A,L1,t05.mat,train
upper,A,L1,t04.mat,train
upper,A,J1,t01.mat,train
upper,A,J1,t10.mat,train
upper,A,J1,t09.mat,train
upper,A,J1,t08.mat,train
upper,A,J1,t07.mat,train
upper,A,J1,t06.mat,train
upper,A,J1,t03.mat,train
upper,A,J1,t02.mat,train
upper,A,J1,t05.mat,train
upper,A,J1,t04.mat,train
upper,A,J2,t01.mat,train
upper,A,J2,t10.mat,train
upper,A,J2,t09.mat,train
upper,A,J2,t08.mat,train
upper,A,J2,t07.mat,train
upper,A,J2,t06.mat,train
upper,A,J2,t03.mat,train
upper,A,J2,t02.mat,train
upper,A,J2,t05.mat,train
upper,A,J2,t04.mat,train
upper,A,J3,t01.mat,train
upper,A,J3,t10.mat,train
upper,A,J3,t09.mat,train
upper,A,J3,t08.mat,train
upper,A,J3,t07.mat,train
upper,A,J3,t06.mat,train
upper,A,J3,t03.mat,train
upper,A,J3,t02.mat,train
upper,A,J3,t05.mat,train
upper,A,J3,t04.mat,train
upper,A,Y1,t01.mat,train
upper,A,Y1,t10.mat,train
upper,A,Y1,t09.mat,train
upper,A,Y1,t08.mat,train
upper,A,Y1,t07.mat,train
upper,A,Y1,t06.mat,train
upper,A,Y1,t03.mat,train
upper,A,Y1,t02.mat,train
upper,A,Y1,t05.mat,train
upper,A,Y1,t04.mat,train
upper,A,Y3,t01.mat,train
upper,A,Y3,t10.mat,train
upper,A,Y3,t09.mat,train
upper,A,Y3,t08.mat,train
upper,A,Y3,t07.mat,train
upper,A,Y3,t06.mat,train
upper,A,Y3,t03.mat,train
upper,A,Y3,t02.mat,train
upper,A,Y3,t05.mat,train
upper,A,Y3,t04.mat,train
upper,A,Y2,t01.mat,train
upper,A,Y2,t10.mat,train
upper,A,Y2,t09.mat,train
upper,A,Y2,t08.mat,train
upper,A,Y2,t07.mat,train
upper,A,Y2,t06.mat,train
upper,A,Y2,t03.mat,train
upper,A,Y2,t02.mat,train
upper,A,Y2,t05.mat,train
upper,A,Y2,t04.mat,train
upper,C,S1,t01.mat,test
upper,C,S1,t10.mat,test
upper,C,S1,t09.mat,test
upper,C,S1,t08.mat,test
upper,C,S1,t07.mat,test
upper,C,S1,t06.mat,test
upper,C,S1,t03.mat,test
upper,C,S1,t02.mat,test
upper,C,S1,t05.mat,test
upper,C,S1,t04.mat,test
upper,C,U1,t01.mat,test
upper,C,U1,t10.mat,test
upper,C,U1,t09.mat,test
upper,C,U1,t08.mat,test
upper,C,U1,t07.mat,test
upper,C,U1,t06.mat,test
upper,C,U1,t03.mat,test
upper,C,U1,t02.mat,test
upper,C,U1,t05.mat,test
upper,C,U1,t04.mat,test
upper,C,M1,t01.mat,train
upper,C,M1,t10.mat,train
upper,C,M1,t09.mat,train
upper,C,M1,t08.mat,train
upper,C,M1,t07.mat,train
upper,C,M1,t06.mat,train
upper,C,M1,t03.mat,train
upper,C,M1,t02.mat,train
upper,C,M1,t05.mat,train
upper,C,M1,t04.mat,train
upper,C,G3,t01.mat,train
upper,C,G3,t10.mat,train
upper,C,G3,t09.mat,train
upper,C,G3,t08.mat,train
upper,C,G3,t07.mat,train
upper,C,G3,t06.mat,train
upper,C,G3,t03.mat,train
upper,C,G3,t02.mat,train
upper,C,G3,t05.mat,train
upper,C,G3,t04.mat,train
upper,C,G2,t01.mat,train
upper,C,G2,t10.mat,train
upper,C,G2,t09.mat,train
upper,C,G2,t08.mat,train
upper,C,G2,t07.mat,train
upper,C,G2,t06.mat,train
upper,C,G2,t03.mat,train
upper,C,G2,t02.mat,train
upper,C,G2,t05.mat,train
upper,C,G2,t04.mat,train
upper,C,G1,t01.mat,train
upper,C,G1,t10.mat,train
upper,C,G1,t09.mat,train
upper,C,G1,t08.mat,train
upper,C,G1,t07.mat,train
upper,C,G1,t06.mat,train
upper,C,G1,t03.mat,train
upper,C,G1,t02.mat,train
upper,C,G1,t05.mat,train
upper,C,G1,t04.mat,train
upper,C,I1,t01.mat,train
upper,C,I1,t10.mat,train
upper,C,I1,t09.mat,train
upper,C,I1,t08.mat,train
upper,C,I1,t07.mat,train
upper,C,I1,t06.mat,train
upper,C,I1,t03.mat,train
upper,C,I1,t02.mat,train
upper,C,I1,t05.mat,train
upper,C,I1,t04.mat,train
upper,C,I3,t01.mat,train
upper,C,I3,t10.mat,train
upper,C,I3,t09.mat,train
upper,C,I3,t08.mat,train
upper,C,I3,t07.mat,train
upper,C,I3,t06.mat,train
upper,C,I3,t03.mat,train
upper,C,I3,t02.mat,train
upper,C,I3,t05.mat,train
upper,C,I3,t04.mat,train
upper,C,I2,t01.mat,train
upper,C,I2,t10.mat,train
upper,C,I2,t09.mat,train
upper,C,I2,t08.mat,train
upper,C,I2,t07.mat,train
upper,C,I2,t06.mat,train
upper,C,I2,t03.mat,train
upper,C,I2,t02.mat,train
upper,C,I2,t05.mat,train
upper,C,I2,t04.mat,train
upper,C,A1,t01.mat,train
upper,C,A1,t10.mat,train
upper,C,A1,t09.mat,train
upper,C,A1,t08.mat,train
upper,C,A1,t07.mat,train
upper,C,A1,t06.mat,train
upper,C,A1,t03.mat,train
upper,C,A1,t02.mat,train
upper,C,A1,t05.mat,train
upper,C,A1,t04.mat,train
upper,C,C3,t01.mat,train
upper,C,C3,t10.mat,train
upper,C,C3,t09.mat,train
upper,C,C3,t08.mat,train
upper,C,C3,t07.mat,train
upper,C,C3,t06.mat,train
upper,C,C3,t03.mat,train
upper,C,C3,t02.mat,train
upper,C,C3,t05.mat,train
upper,C,C3,t04.mat,train
upper,C,C2,t01.mat,train
upper,C,C2,t10.mat,train
upper,C,C2,t09.mat,train
upper,C,C2,t08.mat,train
upper,C,C2,t07.mat,train
upper,C,C2,t06.mat,train
upper,C,C2,t03.mat,train
upper,C,C2,t02.mat,train
upper,C,C2,t05.mat,train
upper,C,C2,t04.mat,train
upper,C,C1,t01.mat,train
upper,C,C1,t10.mat,train
upper,C,C1,t09.mat,train
upper,C,C1,t08.mat,train
upper,C,C1,t07.mat,train
upper,C,C1,t06.mat,train
upper,C,C1,t03.mat,train
upper,C,C1,t02.mat,train
upper,C,C1,t05.mat,train
upper,C,C1,t04.mat,train
upper,C,E1,t01.mat,train
upper,C,E1,t10.mat,train
upper,C,E1,t09.mat,train
upper,C,E1,t08.mat,train
upper,C,E1,t07.mat,train
upper,C,E1,t06.mat,train
upper,C,E1,t03.mat,train
upper,C,E1,t02.mat,train
upper,C,E1,t05.mat,train
upper,C,E1,t04.mat,train
upper,C,Z1,t01.mat,train
upper,C,Z1,t10.mat,train
upper,C,Z1,t09.mat,train
upper,C,Z1,t08.mat,train
upper,C,Z1,t07.mat,train
upper,C,Z1,t06.mat,train
upper,C,Z1,t03.mat,train
upper,C,Z1,t02.mat,train
upper,C,Z1,t05.mat,train
upper,C,Z1,t04.mat,train
upper,C,Z2,t01.mat,train
upper,C,Z2,t10.mat,train
upper,C,Z2,t09.mat,train
upper,C,Z2,t08.mat,train
upper,C,Z2,t07.mat,train
upper,C,Z2,t06.mat,train
upper,C,Z2,t03.mat,train
upper,C,Z2,t02.mat,train
upper,C,Z2,t05.mat,train
upper,C,Z2,t04.mat,train
upper,C,C4,t01.mat,train
upper,C,C4,t10.mat,train
upper,C,C4,t09.mat,train
upper,C,C4,t08.mat,train
upper,C,C4,t07.mat,train
upper,C,C4,t06.mat,train
upper,C,C4,t03.mat,train
upper,C,C4,t02.mat,train
upper,C,C4,t05.mat,train
upper,C,C4,t04.mat,train
upper,C,T1,t01.mat,train
upper,C,T1,t10.mat,train
upper,C,T1,t09.mat,train
upper,C,T1,t08.mat,train
upper,C,T1,t07.mat,train
upper,C,T1,t06.mat,train
upper,C,T1,t03.mat,train
upper,C,T1,t02.mat,train
upper,C,T1,t05.mat,train
upper,C,T1,t04.mat,train
upper,C,L1,t01.mat,train
upper,C,L1,t10.mat,train
upper,C,L1,t09.mat,train
upper,C,L1,t08.mat,train
upper,C,L1,t07.mat,train
upper,C,L1,t06.mat,train
upper,C,L1,t03.mat,train
upper,C,L1,t02.mat,train
upper,C,L1,t05.mat,train
upper,C,L1,t04.mat,train
upper,C,J1,t01.mat,train
upper,C,J1,t10.mat,train
upper,C,J1,t09.mat,train
upper,C,J1,t08.mat,train
upper,C,J1,t07.mat,train
upper,C,J1,t06.mat,train
upper,C,J1,t03.mat,train
upper,C,J1,t02.mat,train
upper,C,J1,t05.mat,train
upper,C,J1,t04.mat,train
upper,C,J2,t01.mat,train
upper,C,J2,t10.mat,train
upper,C,J2,t09.mat,train
upper,C,J2,t08.mat,train
upper,C,J2,t07.mat,train
upper,C,J2,t06.mat,train
upper,C,J2,t03.mat,train
upper,C,J2,t02.mat,train
upper,C,J2,t05.mat,train
upper,C,J2,t04.mat,train
upper,C,J3,t01.mat,train
upper,C,J3,t10.mat,train
upper,C,J3,t09.mat,train
upper,C,J3,t08.mat,train
upper,C,J3,t07.mat,train
upper,C,J3,t06.mat,train
upper,C,J3,t03.mat,train
upper,C,J3,t02.mat,train
upper,C,J3,t05.mat,train
upper,C,J3,t04.mat,train
upper,C,Y1,t01.mat,train
upper,C,Y1,t10.mat,train
upper,C,Y1,t09.mat,train
upper,C,Y1,t08.mat,train
upper,C,Y1,t07.mat,train
upper,C,Y1,t06.mat,train
upper,C,Y1,t03.mat,train
upper,C,Y1,t02.mat,train
upper,C,Y1,t05.mat,train
upper,C,Y1,t04.mat,train
upper,C,Y3,t01.mat,train
upper,C,Y3,t10.mat,train
upper,C,Y3,t09.mat,train
upper,C,Y3,t08.mat,train
upper,C,Y3,t07.mat,train
upper,C,Y3,t06.mat,train
upper,C,Y3,t03.mat,train
upper,C,Y3,t02.mat,train
upper,C,Y3,t05.mat,train
upper,C,Y3,t04.mat,train
upper,C,Y2,t01.mat,train
upper,C,Y2,t10.mat,train
upper,C,Y2,t09.mat,train
upper,C,Y2,t08.mat,train
upper,C,Y2,t07.mat,train
upper,C,Y2,t06.mat,train
upper,C,Y2,t03.mat,train
upper,C,Y2,t02.mat,train
upper,C,Y2,t05.mat,train
upper,C,Y2,t04.mat,train
upper,B,S1,t01.mat,test
upper,B,S1,t10.mat,test
upper,B,S1,t09.mat,test
upper,B,S1,t08.mat,test
upper,B,S1,t07.mat,test
upper,B,S1,t06.mat,test
upper,B,S1,t03.mat,test
upper,B,S1,t02.mat,test
upper,B,S1,t05.mat,test
upper,B,S1,t04.mat,test
upper,B,U1,t01.mat,test
upper,B,U1,t10.mat,test
upper,B,U1,t09.mat,test
upper,B,U1,t08.mat,test
upper,B,U1,t07.mat,test
upper,B,U1,t06.mat,test
upper,B,U1,t03.mat,test
upper,B,U1,t02.mat,test
upper,B,U1,t05.mat,test
upper,B,U1,t04.mat,test
upper,B,M1,t01.mat,train
upper,B,M1,t10.mat,train
upper,B,M1,t09.mat,train
upper,B,M1,t08.mat,train
upper,B,M1,t07.mat,train
upper,B,M1,t06.mat,train
upper,B,M1,t03.mat,train
upper,B,M1,t02.mat,train
upper,B,M1,t05.mat,train
upper,B,M1,t04.mat,train
upper,B,G3,t01.mat,train
upper,B,G3,t10.mat,train
upper,B,G3,t09.mat,train
upper,B,G3,t08.mat,train
upper,B,G3,t07.mat,train
upper,B,G3,t06.mat,train
upper,B,G3,t03.mat,train
upper,B,G3,t02.mat,train
upper,B,G3,t05.mat,train
upper,B,G3,t04.mat,train
upper,B,G2,t01.mat,train
upper,B,G2,t10.mat,train
upper,B,G2,t09.mat,train
upper,B,G2,t08.mat,train
upper,B,G2,t07.mat,train
upper,B,G2,t06.mat,train
upper,B,G2,t03.mat,train
upper,B,G2,t02.mat,train
upper,B,G2,t05.mat,train
upper,B,G2,t04.mat,train
upper,B,G1,t01.mat,train
upper,B,G1,t10.mat,train
upper,B,G1,t09.mat,train
upper,B,G1,t08.mat,train
upper,B,G1,t07.mat,train
upper,B,G1,t06.mat,train
upper,B,G1,t03.mat,train
upper,B,G1,t02.mat,train
upper,B,G1,t05.mat,train
upper,B,G1,t04.mat,train
upper,B,I1,t01.mat,train
upper,B,I1,t10.mat,train
upper,B,I1,t09.mat,train
upper,B,I1,t08.mat,train
upper,B,I1,t07.mat,train
upper,B,I1,t06.mat,train
upper,B,I1,t03.mat,train
upper,B,I1,t02.mat,train
upper,B,I1,t05.mat,train
upper,B,I1,t04.mat,train
upper,B,I3,t01.mat,train
upper,B,I3,t10.mat,train
upper,B,I3,t09.mat,train
upper,B,I3,t08.mat,train
upper,B,I3,t07.mat,train
upper,B,I3,t06.mat,train
upper,B,I3,t03.mat,train
upper,B,I3,t02.mat,train
upper,B,I3,t05.mat,train
upper,B,I3,t04.mat,train
upper,B,I2,t01.mat,train
upper,B,I2,t10.mat,train
upper,B,I2,t09.mat,train
upper,B,I2,t08.mat,train
upper,B,I2,t07.mat,train
upper,B,I2,t06.mat,train
upper,B,I2,t03.mat,train
upper,B,I2,t02.mat,train
upper,B,I2,t05.mat,train
upper,B,I2,t04.mat,train
upper,B,A1,t01.mat,train
upper,B,A1,t10.mat,train
upper,B,A1,t09.mat,train
upper,B,A1,t08.mat,train
upper,B,A1,t07.mat,train
upper,B,A1,t06.mat,train
upper,B,A1,t03.mat,train
upper,B,A1,t02.mat,train
upper,B,A1,t05.mat,train
upper,B,A1,t04.mat,train
upper,B,C3,t01.mat,train
upper,B,C3,t10.mat,train
upper,B,C3,t09.mat,train
upper,B,C3,t08.mat,train
upper,B,C3,t07.mat,train
upper,B,C3,t06.mat,train
upper,B,C3,t03.mat,train
upper,B,C3,t02.mat,train
upper,B,C3,t05.mat,train
upper,B,C3,t04.mat,train
upper,B,C2,t01.mat,train
upper,B,C2,t10.mat,train
upper,B,C2,t09.mat,train
upper,B,C2,t08.mat,train
upper,B,C2,t07.mat,train
upper,B,C2,t06.mat,train
upper,B,C2,t03.mat,train
upper,B,C2,t02.mat,train
upper,B,C2,t05.mat,train
upper,B,C2,t04.mat,train
upper,B,C1,t01.mat,train
upper,B,C1,t10.mat,train
upper,B,C1,t09.mat,train
upper,B,C1,t08.mat,train
upper,B,C1,t07.mat,train
upper,B,C1,t06.mat,train
upper,B,C1,t03.mat,train
upper,B,C1,t02.mat,train
upper,B,C1,t05.mat,train
upper,B,C1,t04.mat,train
upper,B,E1,t01.mat,train
upper,B,E1,t10.mat,train
upper,B,E1,t09.mat,train
upper,B,E1,t08.mat,train
upper,B,E1,t07.mat,train
upper,B,E1,t06.mat,train
upper,B,E1,t03.mat,train
upper,B,E1,t02.mat,train
upper,B,E1,t05.mat,train
upper,B,E1,t04.mat,train
upper,B,Z1,t01.mat,train
upper,B,Z1,t10.mat,train
upper,B,Z1,t09.mat,train
upper,B,Z1,t08.mat,train
upper,B,Z1,t07.mat,train
upper,B,Z1,t06.mat,train
upper,B,Z1,t03.mat,train
upper,B,Z1,t02.mat,train
upper,B,Z1,t05.mat,train
upper,B,Z1,t04.mat,train
upper,B,Z2,t01.mat,train
upper,B,Z2,t10.mat,train
upper,B,Z2,t09.mat,train
upper,B,Z2,t08.mat,train
upper,B,Z2,t07.mat,train
upper,B,Z2,t06.mat,train
upper,B,Z2,t03.mat,train
upper,B,Z2,t02.mat,train
upper,B,Z2,t05.mat,train
upper,B,Z2,t04.mat,train
upper,B,C4,t01.mat,train
upper,B,C4,t10.mat,train
upper,B,C4,t09.mat,train
upper,B,C4,t08.mat,train
upper,B,C4,t07.mat,train
upper,B,C4,t06.mat,train
upper,B,C4,t03.mat,train
upper,B,C4,t02.mat,train
upper,B,C4,t05.mat,train
upper,B,C4,t04.mat,train
upper,B,T1,t01.mat,train
upper,B,T1,t10.mat,train
upper,B,T1,t09.mat,train
upper,B,T1,t08.mat,train
upper,B,T1,t07.mat,train
upper,B,T1,t06.mat,train
upper,B,T1,t03.mat,train
upper,B,T1,t02.mat,train
upper,B,T1,t05.mat,train
upper,B,T1,t04.mat,train
upper,B,L1,t01.mat,train
upper,B,L1,t10.mat,train
upper,B,L1,t09.mat,train
upper,B,L1,t08.mat,train
upper,B,L1,t07.mat,train
upper,B,L1,t06.mat,train
upper,B,L1,t03.mat,train
upper,B,L1,t02.mat,train
upper,B,L1,t05.mat,train
upper,B,L1,t04.mat,train
upper,B,J1,t01.mat,train
upper,B,J1,t10.mat,train
upper,B,J1,t09.mat,train
upper,B,J1,t08.mat,train
upper,B,J1,t07.mat,train
upper,B,J1,t06.mat,train
upper,B,J1,t03.mat,train
upper,B,J1,t02.mat,train
upper,B,J1,t05.mat,train
upper,B,J1,t04.mat,train
upper,B,J2,t01.mat,train
upper,B,J2,t10.mat,train
upper,B,J2,t09.mat,train
upper,B,J2,t08.mat,train
upper,B,J2,t07.mat,train
upper,B,J2,t06.mat,train
upper,B,J2,t03.mat,train
upper,B,J2,t02.mat,train
upper,B,J2,t05.mat,train
upper,B,J2,t04.mat,train
upper,B,J3,t01.mat,train
upper,B,J3,t10.mat,train
upper,B,J3,t09.mat,train
upper,B,J3,t08.mat,train
upper,B,J3,t07.mat,train
upper,B,J3,t06.mat,train
upper,B,J3,t03.mat,train
upper,B,J3,t02.mat,train
upper,B,J3,t05.mat,train
upper,B,J3,t04.mat,train
upper,B,Y1,t01.mat,train
upper,B,Y1,t10.mat,train
upper,B,Y1,t09.mat,train
upper,B,Y1,t08.mat,train
upper,B,Y1,t07.mat,train
upper,B,Y1,t06.mat,train
upper,B,Y1,t03.mat,train
upper,B,Y1,t02.mat,train
upper,B,Y1,t05.mat,train
upper,B,Y1,t04.mat,train
upper,B,Y3,t01.mat,train
upper,B,Y3,t10.mat,train
upper,B,Y3,t09.mat,train
upper,B,Y3,t08.mat,train
upper,B,Y3,t07.mat,train
upper,B,Y3,t06.mat,train
upper,B,Y3,t03.mat,train
upper,B,Y3,t02.mat,train
upper,B,Y3,t05.mat,train
upper,B,Y3,t04.mat,train
upper,B,Y2,t01.mat,train
upper,B,Y2,t10.mat,train
upper,B,Y2,t09.mat,train
upper,B,Y2,t08.mat,train
upper,B,Y2,t07.mat,train
upper,B,Y2,t06.mat,train
upper,B,Y2,t03.mat,train
upper,B,Y2,t02.mat,train
upper,B,Y2,t05.mat,train
upper,B,Y2,t04.mat,train
upper,E,S1,t01.mat,test
upper,E,S1,t10.mat,test
upper,E,S1,t09.mat,test
upper,E,S1,t08.mat,test
upper,E,S1,t07.mat,test
upper,E,S1,t06.mat,test
upper,E,S1,t03.mat,test
upper,E,S1,t02.mat,test
upper,E,S1,t05.mat,test
upper,E,S1,t04.mat,test
upper,E,U1,t01.mat,test
upper,E,U1,t10.mat,test
upper,E,U1,t09.mat,test
upper,E,U1,t08.mat,test
upper,E,U1,t07.mat,test
upper,E,U1,t06.mat,test
upper,E,U1,t03.mat,test
upper,E,U1,t02.mat,test
upper,E,U1,t05.mat,test
upper,E,U1,t04.mat,test
upper,E,M1,t01.mat,train
upper,E,M1,t10.mat,train
upper,E,M1,t09.mat,train
upper,E,M1,t08.mat,train
upper,E,M1,t07.mat,train
upper,E,M1,t06.mat,train
upper,E,M1,t03.mat,train
upper,E,M1,t02.mat,train
upper,E,M1,t05.mat,train
upper,E,M1,t04.mat,train
upper,E,G3,t01.mat,train
upper,E,G3,t10.mat,train
upper,E,G3,t09.mat,train
upper,E,G3,t08.mat,train
upper,E,G3,t07.mat,train
upper,E,G3,t06.mat,train
upper,E,G3,t03.mat,train
upper,E,G3,t02.mat,train
upper,E,G3,t05.mat,train
upper,E,G3,t04.mat,train
upper,E,G2,t01.mat,train
upper,E,G2,t10.mat,train
upper,E,G2,t09.mat,train
upper,E,G2,t08.mat,train
upper,E,G2,t07.mat,train
upper,E,G2,t06.mat,train
upper,E,G2,t03.mat,train
upper,E,G2,t02.mat,train
upper,E,G2,t05.mat,train
upper,E,G2,t04.mat,train
upper,E,G1,t01.mat,train
upper,E,G1,t10.mat,train
upper,E,G1,t09.mat,train
upper,E,G1,t08.mat,train
upper,E,G1,t07.mat,train
upper,E,G1,t06.mat,train
upper,E,G1,t03.mat,train
upper,E,G1,t02.mat,train
upper,E,G1,t05.mat,train
upper,E,G1,t04.mat,train
upper,E,I1,t01.mat,train
upper,E,I1,t10.mat,train
upper,E,I1,t09.mat,train
upper,E,I1,t08.mat,train
upper,E,I1,t07.mat,train
upper,E,I1,t06.mat,train
upper,E,I1,t03.mat,train
upper,E,I1,t02.mat,train
upper,E,I1,t05.mat,train
upper,E,I1,t04.mat,train
upper,E,I3,t01.mat,train
upper,E,I3,t10.mat,train
upper,E,I3,t09.mat,train
upper,E,I3,t08.mat,train
upper,E,I3,t07.mat,train
upper,E,I3,t06.mat,train
upper,E,I3,t03.mat,train
upper,E,I3,t02.mat,train
upper,E,I3,t05.mat,train
upper,E,I3,t04.mat,train
upper,E,I2,t01.mat,train
upper,E,I2,t10.mat,train
upper,E,I2,t09.mat,train
upper,E,I2,t08.mat,train
upper,E,I2,t07.mat,train
upper,E,I2,t06.mat,train
upper,E,I2,t03.mat,train
upper,E,I2,t02.mat,train
upper,E,I2,t05.mat,train
upper,E,I2,t04.mat,train
upper,E,A1,t01.mat,train
upper,E,A1,t10.mat,train
upper,E,A1,t09.mat,train
upper,E,A1,t08.mat,train
upper,E,A1,t07.mat,train
upper,E,A1,t06.mat,train
upper,E,A1,t03.mat,train
upper,E,A1,t02.mat,train
upper,E,A1,t05.mat,train
upper,E,A1,t04.mat,train
upper,E,C3,t01.mat,train
upper,E,C3,t10.mat,train
upper,E,C3,t09.mat,train
upper,E,C3,t08.mat,train
upper,E,C3,t07.mat,train
upper,E,C3,t06.mat,train
upper,E,C3,t03.mat,train
upper,E,C3,t02.mat,train
upper,E,C3,t05.mat,train
upper,E,C3,t04.mat,train
upper,E,C2,t01.mat,train
upper,E,C2,t10.mat,train
upper,E,C2,t09.mat,train
upper,E,C2,t08.mat,train
