label_type,label,user,trial,type
upper,ESPN,I3,t05.mat,train
upper,ESPN,I3,t04.mat,train
upper,ESPN,I2,t01.mat,train
upper,ESPN,I2,t03.mat,train
upper,ESPN,I2,t02.mat,train
upper,ESPN,I2,t05.mat,train
upper,ESPN,I2,t04.mat,train
upper,ESPN,A1,t01.mat,train
upper,ESPN,A1,t03.mat,train
upper,ESPN,A1,t02.mat,train
upper,ESPN,A1,t05.mat,train
upper,ESPN,A1,t04.mat,train
upper,ESPN,C3,t01.mat,train
upper,ESPN,C3,t03.mat,train
upper,ESPN,C3,t02.mat,train
upper,ESPN,C3,t05.mat,train
upper,ESPN,C3,t04.mat,train
upper,ESPN,C2,t01.mat,train
upper,ESPN,C2,t03.mat,train
upper,ESPN,C2,t02.mat,train
upper,ESPN,C2,t05.mat,train
upper,ESPN,C2,t04.mat,train
upper,ESPN,C1,t01.mat,train
upper,ESPN,C1,t03.mat,train
upper,ESPN,C1,t02.mat,train
upper,ESPN,C1,t05.mat,train
upper,ESPN,C1,t04.mat,train
upper,ESPN,E1,t01.mat,train
upper,ESPN,E1,t03.mat,train
upper,ESPN,E1,t02.mat,train
upper,ESPN,E1,t05.mat,train
upper,ESPN,E1,t04.mat,train
upper,ESPN,Z1,t01.mat,train
upper,ESPN,Z1,t03.mat,train
upper,ESPN,Z1,t02.mat,train
upper,ESPN,Z1,t05.mat,train
upper,ESPN,Z1,t04.mat,train
upper,ESPN,Z2,t01.mat,train
upper,ESPN,Z2,t03.mat,train
upper,ESPN,Z2,t02.mat,train
upper,ESPN,Z2,t05.mat,train
upper,ESPN,Z2,t04.mat,train
upper,ESPN,C4,t01.mat,train
upper,ESPN,C4,t03.mat,train
upper,ESPN,C4,t02.mat,train
upper,ESPN,C4,t05.mat,train
upper,ESPN,C4,t04.mat,train
upper,ESPN,T1,t01.mat,train
upper,ESPN,T1,t10.mat,train
upper,ESPN,T1,t09.mat,train
upper,ESPN,T1,t08.mat,train
upper,ESPN,T1,t07.mat,train
upper,ESPN,T1,t06.mat,train
upper,ESPN,T1,t03.mat,train
upper,ESPN,T1,t02.mat,train
upper,ESPN,T1,t05.mat,train
upper,ESPN,T1,t04.mat,train
upper,ESPN,L1,t01.mat,train
upper,ESPN,L1,t03.mat,train
upper,ESPN,L1,t02.mat,train
upper,ESPN,L1,t05.mat,train
upper,ESPN,L1,t04.mat,train
upper,ESPN,J1,t01.mat,train
upper,ESPN,J1,t03.mat,train
upper,ESPN,J1,t02.mat,train
upper,ESPN,J1,t05.mat,train
upper,ESPN,J1,t04.mat,train
upper,ESPN,J3,t01.mat,train
upper,ESPN,J3,t03.mat,train
upper,ESPN,J3,t02.mat,train
upper,ESPN,J3,t05.mat,train
upper,ESPN,J3,t04.mat,train
upper,ESPN,Y1,t01.mat,train
upper,ESPN,Y1,t03.mat,train
upper,ESPN,Y1,t02.mat,train
upper,ESPN,Y1,t05.mat,train
upper,ESPN,Y1,t04.mat,train
upper,ESPN,Y3,t01.mat,train
upper,ESPN,Y3,t03.mat,train
upper,ESPN,Y3,t02.mat,train
upper,ESPN,Y3,t05.mat,train
upper,ESPN,Y3,t04.mat,train
upper,ESPN,Y2,t01.mat,train
upper,ESPN,Y2,t03.mat,train
upper,ESPN,Y2,t02.mat,train
upper,ESPN,Y2,t05.mat,train
upper,ESPN,Y2,t04.mat,train
upper,FX,S1,t01.mat,test
upper,FX,S1,t03.mat,test
upper,FX,S1,t02.mat,test
upper,FX,S1,t05.mat,test
upper,FX,S1,t04.mat,test
upper,FX,U1,t01.mat,test
upper,FX,U1,t03.mat,test
upper,FX,U1,t02.mat,test
upper,FX,U1,t05.mat,test
upper,FX,U1,t04.mat,test
upper,FX,M1,t01.mat,test
upper,FX,M1,t03.mat,test
upper,FX,M1,t02.mat,test
upper,FX,M1,t05.mat,test
upper,FX,M1,t04.mat,test
upper,FX,G3,t01.mat,test
upper,FX,G3,t03.mat,test
upper,FX,G3,t02.mat,test
upper,FX,G3,t05.mat,test
upper,FX,G3,t04.mat,test
upper,FX,G2,t01.mat,test
upper,FX,G2,t03.mat,test
upper,FX,G2,t02.mat,test
upper,FX,G2,t05.mat,test
upper,FX,G2,t04.mat,test
upper,FX,G1,t01.mat,test
upper,FX,G1,t03.mat,test
upper,FX,G1,t02.mat,test
upper,FX,G1,t05.mat,test
upper,FX,G1,t04.mat,test
upper,FX,I1,t01.mat,train
upper,FX,I1,t03.mat,train
upper,FX,I1,t02.mat,train
upper,FX,I1,t05.mat,train
upper,FX,I1,t04.mat,train
upper,FX,I3,t01.mat,train
upper,FX,I3,t03.mat,train
upper,FX,I3,t02.mat,train
upper,FX,I3,t05.mat,train
upper,FX,I3,t04.mat,train
upper,FX,I2,t01.mat,train
upper,FX,I2,t03.mat,train
upper,FX,I2,t02.mat,train
upper,FX,I2,t05.mat,train
upper,FX,I2,t04.mat,train
upper,FX,A1,t01.mat,train
upper,FX,A1,t03.mat,train
upper,FX,A1,t02.mat,train
upper,FX,A1,t05.mat,train
upper,FX,A1,t04.mat,train
upper,FX,C3,t01.mat,train
upper,FX,C3,t03.mat,train
upper,FX,C3,t02.mat,train
upper,FX,C3,t05.mat,train
upper,FX,C3,t04.mat,train
upper,FX,C2,t01.mat,train
upper,FX,C2,t03.mat,train
upper,FX,C2,t02.mat,train
upper,FX,C2,t05.mat,train
upper,FX,C2,t04.mat,train
upper,FX,C1,t01.mat,train
upper,FX,C1,t03.mat,train
upper,FX,C1,t02.mat,train
upper,FX,C1,t05.mat,train
upper,FX,C1,t04.mat,train
upper,FX,E1,t01.mat,train
upper,FX,E1,t03.mat,train
upper,FX,E1,t02.mat,train
upper,FX,E1,t05.mat,train
upper,FX,E1,t04.mat,train
upper,FX,Z1,t01.mat,train
upper,FX,Z1,t03.mat,train
upper,FX,Z1,t02.mat,train
upper,FX,Z1,t05.mat,train
upper,FX,Z1,t04.mat,train
upper,FX,Z2,t01.mat,train
upper,FX,Z2,t03.mat,train
upper,FX,Z2,t02.mat,train
upper,FX,Z2,t05.mat,train
upper,FX,Z2,t04.mat,train
upper,FX,C4,t01.mat,train
upper,FX,C4,t03.mat,train
upper,FX,C4,t02.mat,train
upper,FX,C4,t05.mat,train
upper,FX,C4,t04.mat,train
upper,FX,L1,t01.mat,train
upper,FX,L1,t03.mat,train
upper,FX,L1,t02.mat,train
upper,FX,L1,t05.mat,train
upper,FX,L1,t04.mat,train
upper,FX,J1,t01.mat,train
upper,FX,J1,t03.mat,train
upper,FX,J1,t02.mat,train
upper,FX,J1,t05.mat,train
upper,FX,J1,t04.mat,train
upper,FX,J2,t01.mat,train
upper,FX,J2,t03.mat,train
upper,FX,J2,t02.mat,train
upper,FX,J2,t05.mat,train
upper,FX,J2,t04.mat,train
upper,FX,J3,t01.mat,train
upper,FX,J3,t03.mat,train
upper,FX,J3,t02.mat,train
upper,FX,J3,t05.mat,train
upper,FX,J3,t04.mat,train
upper,FX,Y1,t01.mat,train
upper,FX,Y1,t03.mat,train
upper,FX,Y1,t02.mat,train
upper,FX,Y1,t05.mat,train
upper,FX,Y1,t04.mat,train
upper,FX,Y3,t01.mat,train
upper,FX,Y3,t03.mat,train
upper,FX,Y3,t02.mat,train
upper,FX,Y3,t05.mat,train
upper,FX,Y3,t04.mat,train
upper,MOVIE,S1,t01.mat,test
upper,MOVIE,S1,t03.mat,test
upper,MOVIE,S1,t02.mat,test
upper,MOVIE,S1,t05.mat,test
upper,MOVIE,S1,t04.mat,test
upper,MOVIE,U1,t01.mat,test
upper,MOVIE,U1,t03.mat,test
upper,MOVIE,U1,t02.mat,test
upper,MOVIE,U1,t05.mat,test
upper,MOVIE,U1,t04.mat,test
upper,MOVIE,M1,t01.mat,test
upper,MOVIE,M1,t03.mat,test
upper,MOVIE,M1,t02.mat,test
upper,MOVIE,M1,t05.mat,test
upper,MOVIE,M1,t04.mat,test
upper,MOVIE,G3,t01.mat,test
upper,MOVIE,G3,t03.mat,test
upper,MOVIE,G3,t02.mat,test
upper,MOVIE,G3,t05.mat,test
upper,MOVIE,G3,t04.mat,test
upper,MOVIE,G2,t01.mat,test
upper,MOVIE,G2,t03.mat,test
upper,MOVIE,G2,t02.mat,test
upper,MOVIE,G2,t05.mat,test
upper,MOVIE,G2,t04.mat,test
upper,MOVIE,G1,t01.mat,test
upper,MOVIE,G1,t03.mat,test
upper,MOVIE,G1,t02.mat,test
upper,MOVIE,G1,t05.mat,test
upper,MOVIE,G1,t04.mat,test
upper,MOVIE,I1,t01.mat,train
upper,MOVIE,I1,t03.mat,train
upper,MOVIE,I1,t02.mat,train
upper,MOVIE,I1,t05.mat,train
upper,MOVIE,I1,t04.mat,train
upper,MOVIE,I3,t01.mat,train
upper,MOVIE,I3,t03.mat,train
upper,MOVIE,I3,t02.mat,train
upper,MOVIE,I3,t05.mat,train
upper,MOVIE,I3,t04.mat,train
upper,MOVIE,I2,t01.mat,train
upper,MOVIE,I2,t03.mat,train
upper,MOVIE,I2,t02.mat,train
upper,MOVIE,I2,t05.mat,train
upper,MOVIE,I2,t04.mat,train
upper,MOVIE,A1,t01.mat,train
upper,MOVIE,A1,t03.mat,train
upper,MOVIE,A1,t02.mat,train
upper,MOVIE,A1,t05.mat,train
upper,MOVIE,A1,t04.mat,train
upper,MOVIE,C3,t01.mat,train
upper,MOVIE,C3,t03.mat,train
upper,MOVIE,C3,t02.mat,train
upper,MOVIE,C3,t05.mat,train
upper,MOVIE,C3,t04.mat,train
upper,MOVIE,C2,t01.mat,train
upper,MOVIE,C2,t03.mat,train
upper,MOVIE,C2,t02.mat,train
upper,MOVIE,C2,t05.mat,train
upper,MOVIE,C2,t04.mat,train
upper,MOVIE,C1,t01.mat,train
upper,MOVIE,C1,t03.mat,train
upper,MOVIE,C1,t02.mat,train
upper,MOVIE,C1,t05.mat,train
upper,MOVIE,C1,t04.mat,train
upper,MOVIE,E1,t01.mat,train
upper,MOVIE,E1,t03.mat,train
upper,MOVIE,E1,t02.mat,train
upper,MOVIE,E1,t05.mat,train
upper,MOVIE,E1,t04.mat,train
upper,MOVIE,Z1,t01.mat,train
upper,MOVIE,Z1,t03.mat,train
upper,MOVIE,Z1,t02.mat,train
upper,MOVIE,Z1,t05.mat,train
upper,MOVIE,Z1,t04.mat,train
upper,MOVIE,Z2,t01.mat,train
upper,MOVIE,Z2,t03.mat,train
upper,MOVIE,Z2,t02.mat,train
upper,MOVIE,Z2,t05.mat,train
upper,MOVIE,Z2,t04.mat,train
upper,MOVIE,C4,t01.mat,train
upper,MOVIE,C4,t03.mat,train
upper,MOVIE,C4,t02.mat,train
upper,MOVIE,C4,t05.mat,train
upper,MOVIE,C4,t04.mat,train
upper,MOVIE,L1,t01.mat,train
upper,MOVIE,L1,t03.mat,train
upper,MOVIE,L1,t02.mat,train
upper,MOVIE,L1,t05.mat,train
upper,MOVIE,L1,t04.mat,train
upper,MOVIE,J1,t01.mat,train
upper,MOVIE,J1,t03.mat,train
upper,MOVIE,J1,t02.mat,train
upper,MOVIE,J1,t05.mat,train
upper,MOVIE,J1,t04.mat,train
upper,MOVIE,J2,t01.mat,train
upper,MOVIE,J2,t03.mat,train
upper,MOVIE,J2,t02.mat,train
upper,MOVIE,J2,t05.mat,train
upper,MOVIE,J2,t04.mat,train
upper,MOVIE,J3,t01.mat,train
upper,MOVIE,J3,t03.mat,train
upper,MOVIE,J3,t02.mat,train
upper,MOVIE,J3,t05.mat,train
upper,MOVIE,J3,t04.mat,train
upper,MOVIE,Y1,t01.mat,train
upper,MOVIE,Y1,t03.mat,train
upper,MOVIE,Y1,t02.mat,train
upper,MOVIE,Y1,t05.mat,train
upper,MOVIE,Y1,t04.mat,train
upper,MOVIE,Y3,t01.mat,train
upper,MOVIE,Y3,t03.mat,train
upper,MOVIE,Y3,t02.mat,train
upper,MOVIE,Y3,t05.mat,train
upper,MOVIE,Y3,t04.mat,train
upper,HULU,S1,t01.mat,test
upper,HULU,S1,t03.mat,test
upper,HULU,S1,t02.mat,test
upper,HULU,S1,t05.mat,test
upper,HULU,S1,t04.mat,test
upper,HULU,U1,t01.mat,test
upper,HULU,U1,t03.mat,test
upper,HULU,U1,t02.mat,test
upper,HULU,U1,t05.mat,test
upper,HULU,U1,t04.mat,test
upper,HULU,M1,t01.mat,test
upper,HULU,M1,t03.mat,test
upper,HULU,M1,t02.mat,test
upper,HULU,M1,t05.mat,test
upper,HULU,M1,t04.mat,test
upper,HULU,G3,t01.mat,test
upper,HULU,G3,t03.mat,test
upper,HULU,G3,t02.mat,test
upper,HULU,G3,t05.mat,test
upper,HULU,G3,t04.mat,test
upper,HULU,G2,t01.mat,test
upper,HULU,G2,t03.mat,test
upper,HULU,G2,t02.mat,test
upper,HULU,G2,t05.mat,test
upper,HULU,G2,t04.mat,test
upper,HULU,G1,t01.mat,test
upper,HULU,G1,t03.mat,test
upper,HULU,G1,t02.mat,test
upper,HULU,G1,t05.mat,test
upper,HULU,G1,t04.mat,test
upper,HULU,I1,t01.mat,train
upper,HULU,I1,t03.mat,train
upper,HULU,I1,t02.mat,train
upper,HULU,I1,t05.mat,train
upper,HULU,I1,t04.mat,train
upper,HULU,I3,t01.mat,train
upper,HULU,I3,t03.mat,train
upper,HULU,I3,t02.mat,train
upper,HULU,I3,t05.mat,train
upper,HULU,I3,t04.mat,train
upper,HULU,I2,t01.mat,train
upper,HULU,I2,t03.mat,train
upper,HULU,I2,t02.mat,train
upper,HULU,I2,t05.mat,train
upper,HULU,I2,t04.mat,train
upper,HULU,A1,t01.mat,train
upper,HULU,A1,t03.mat,train
upper,HULU,A1,t02.mat,train
upper,HULU,A1,t05.mat,train
upper,HULU,A1,t04.mat,train
upper,HULU,C3,t01.mat,train
upper,HULU,C3,t03.mat,train
upper,HULU,C3,t02.mat,train
upper,HULU,C3,t05.mat,train
upper,HULU,C3,t04.mat,train
upper,HULU,C2,t01.mat,train
upper,HULU,C2,t03.mat,train
upper,HULU,C2,t02.mat,train
upper,HULU,C2,t05.mat,train
upper,HULU,C2,t04.mat,train
upper,HULU,C1,t01.mat,train
upper,HULU,C1,t03.mat,train
upper,HULU,C1,t02.mat,train
upper,HULU,C1,t05.mat,train
upper,HULU,C1,t04.mat,train
upper,HULU,E1,t01.mat,train
upper,HULU,E1,t03.mat,train
upper,HULU,E1,t02.mat,train
upper,HULU,E1,t05.mat,train
upper,HULU,E1,t04.mat,train
upper,HULU,Z1,t01.mat,train
upper,HULU,Z1,t03.mat,train
upper,HULU,Z1,t02.mat,train
upper,HULU,Z1,t05.mat,train
upper,HULU,Z1,t04.mat,train
upper,HULU,Z2,t01.mat,train
upper,HULU,Z2,t03.mat,train
upper,HULU,Z2,t02.mat,train
upper,HULU,Z2,t05.mat,train
upper,HULU,Z2,t04.mat,train
upper,HULU,C4,t01.mat,train
upper,HULU,C4,t03.mat,train
upper,HULU,C4,t02.mat,train
upper,HULU,C4,t05.mat,train
upper,HULU,C4,t04.mat,train
upper,HULU,L1,t01.mat,train
upper,HULU,L1,t03.mat,train
upper,HULU,L1,t02.mat,train
upper,HULU,L1,t05.mat,train
upper,HULU,L1,t04.mat,train
upper,HULU,J1,t01.mat,train
upper,HULU,J1,t03.mat,train
upper,HULU,J1,t02.mat,train
upper,HULU,J1,t05.mat,train
upper,HULU,J1,t04.mat,train
upper,HULU,J2,t01.mat,train
upper,HULU,J2,t03.mat,train
upper,HULU,J2,t02.mat,train
upper,HULU,J2,t05.mat,train
upper,HULU,J2,t04.mat,train
upper,HULU,J3,t01.mat,train
upper,HULU,J3,t03.mat,train
upper,HULU,J3,t02.mat,train
upper,HULU,J3,t05.mat,train
upper,HULU,J3,t04.mat,train
upper,HULU,Y1,t01.mat,train
upper,HULU,Y1,t03.mat,train
upper,HULU,Y1,t02.mat,train
upper,HULU,Y1,t05.mat,train
upper,HULU,Y1,t04.mat,train
upper,HULU,Y3,t01.mat,train
upper,HULU,Y3,t03.mat,train
upper,HULU,Y3,t02.mat,train
upper,HULU,Y3,t05.mat,train
upper,HULU,Y3,t04.mat,train
upper,FB,S1,t01.mat,test
upper,FB,S1,t03.mat,test
upper,FB,S1,t02.mat,test
upper,FB,S1,t05.mat,test
upper,FB,S1,t04.mat,test
upper,FB,U1,t01.mat,test
upper,FB,U1,t03.mat,test
upper,FB,U1,t02.mat,test
upper,FB,U1,t05.mat,test
upper,FB,U1,t04.mat,test
upper,FB,M1,t01.mat,test
upper,FB,M1,t03.mat,test
upper,FB,M1,t02.mat,test
upper,FB,M1,t05.mat,test
upper,FB,M1,t04.mat,test
upper,FB,G3,t01.mat,test
upper,FB,G3,t03.mat,test
upper,FB,G3,t02.mat,test
upper,FB,G3,t05.mat,test
upper,FB,G3,t04.mat,test
upper,FB,G2,t01.mat,test
upper,FB,G2,t03.mat,test
upper,FB,G2,t02.mat,test
upper,FB,G2,t05.mat,test
upper,FB,G2,t04.mat,test
upper,FB,G1,t01.mat,test
upper,FB,G1,t03.mat,test
upper,FB,G1,t02.mat,test
upper,FB,G1,t05.mat,test
upper,FB,G1,t04.mat,test
upper,FB,I1,t01.mat,train
upper,FB,I1,t03.mat,train
upper,FB,I1,t02.mat,train
upper,FB,I1,t05.mat,train
upper,FB,I1,t04.mat,train
upper,FB,I3,t01.mat,train
upper,FB,I3,t03.mat,train
upper,FB,I3,t02.mat,train
upper,FB,I3,t05.mat,train
upper,FB,I3,t04.mat,train
upper,FB,I2,t01.mat,train
upper,FB,I2,t03.mat,train
upper,FB,I2,t02.mat,train
upper,FB,I2,t05.mat,train
upper,FB,I2,t04.mat,train
upper,FB,A1,t01.mat,train
upper,FB,A1,t03.mat,train
upper,FB,A1,t02.mat,train
upper,FB,A1,t05.mat,train
upper,FB,A1,t04.mat,train
upper,FB,C3,t01.mat,train
upper,FB,C3,t03.mat,train
upper,FB,C3,t02.mat,train
upper,FB,C3,t05.mat,train
upper,FB,C3,t04.mat,train
upper,FB,C2,t01.mat,train
upper,FB,C2,t03.mat,train
upper,FB,C2,t02.mat,train
upper,FB,C2,t05.mat,train
upper,FB,C2,t04.mat,train
upper,FB,C1,t01.mat,train
upper,FB,C1,t03.mat,train
upper,FB,C1,t02.mat,train
upper,FB,C1,t05.mat,train
upper,FB,C1,t04.mat,train
upper,FB,E1,t01.mat,train
upper,FB,E1,t03.mat,train
upper,FB,E1,t02.mat,train
upper,FB,E1,t05.mat,train
upper,FB,E1,t04.mat,train
upper,FB,Z1,t01.mat,train
upper,FB,Z1,t03.mat,train
upper,FB,Z1,t02.mat,train
upper,FB,Z1,t05.mat,train
upper,FB,Z1,t04.mat,train
upper,FB,Z2,t01.mat,train
upper,FB,Z2,t03.mat,train
upper,FB,Z2,t02.mat,train
upper,FB,Z2,t05.mat,train
upper,FB,Z2,t04.mat,train
upper,FB,C4,t01.mat,train
upper,FB,C4,t03.mat,train
upper,FB,C4,t02.mat,train
upper,FB,C4,t05.mat,train
upper,FB,C4,t04.mat,train
upper,FB,L1,t01.mat,train
upper,FB,L1,t03.mat,train
upper,FB,L1,t02.mat,train
upper,FB,L1,t05.mat,train
upper,FB,L1,t04.mat,train
upper,FB,J1,t01.mat,train
upper,FB,J1,t03.mat,train
upper,FB,J1,t02.mat,train
upper,FB,J1,t05.mat,train
upper,FB,J1,t04.mat,train
upper,FB,J3,t01.mat,train
upper,FB,J3,t03.mat,train
upper,FB,J3,t02.mat,train
upper,FB,J3,t05.mat,train
upper,FB,J3,t04.mat,train
upper,FB,Y1,t01.mat,train
upper,FB,Y1,t03.mat,train
upper,FB,Y1,t02.mat,train
upper,FB,Y1,t05.mat,train
upper,FB,Y1,t04.mat,train
upper,FB,Y3,t01.mat,train
upper,FB,Y3,t03.mat,train
upper,FB,Y3,t02.mat,train
upper,FB,Y3,t05.mat,train
upper,FB,Y3,t04.mat,train
upper,GOOGLE,S1,t01.mat,test
upper,GOOGLE,S1,t03.mat,test
upper,GOOGLE,S1,t02.mat,test
upper,GOOGLE,S1,t05.mat,test
upper,GOOGLE,S1,t04.mat,test
upper,GOOGLE,U1,t01.mat,test
upper,GOOGLE,U1,t03.mat,test
upper,GOOGLE,U1,t02.mat,test
upper,GOOGLE,U1,t05.mat,test
upper,GOOGLE,U1,t04.mat,test
upper,GOOGLE,M1,t01.mat,test
upper,GOOGLE,M1,t03.mat,test
upper,GOOGLE,M1,t02.mat,test
upper,GOOGLE,M1,t05.mat,test
upper,GOOGLE,M1,t04.mat,test
upper,GOOGLE,G3,t01.mat,test
upper,GOOGLE,G3,t03.mat,test
upper,GOOGLE,G3,t02.mat,test
upper,GOOGLE,G3,t05.mat,test
upper,GOOGLE,G3,t04.mat,test
upper,GOOGLE,G2,t01.mat,test
upper,GOOGLE,G2,t03.mat,test
upper,GOOGLE,G2,t02.mat,test
upper,GOOGLE,G2,t05.mat,test
upper,GOOGLE,G2,t04.mat,test
upper,GOOGLE,G1,t01.mat,test
upper,GOOGLE,G1,t03.mat,test
upper,GOOGLE,G1,t02.mat,test
upper,GOOGLE,G1,t05.mat,test
upper,GOOGLE,G1,t04.mat,test
upper,GOOGLE,I1,t01.mat,train
upper,GOOGLE,I1,t03.mat,train
upper,GOOGLE,I1,t02.mat,train
upper,GOOGLE,I1,t05.mat,train
upper,GOOGLE,I1,t04.mat,train
